Name of the interviewer,Select village,What category of respondent are you interviewing?,"1. Introduce yourself (say your name and where you have come from)
2. Introduce the project, stating that it is a stuent project and that you are mainly interested in their preferences for different meat, including beef and chicken.
3. Hand out the consent form. Continue if they agree to partake and thus sign the form.",What is the respondent's sex?,What is the respondent's ethnicity?,What is the year of birth of the respondent?,African brush-tailed porcupine,African buffalo,African civet (bush dog),African clawless otter,African dwarf crocodile,African elephant,African golden cat,African palm civet (civet),African palm weevil,African slender-snouted crocodile,Aquatic snails (nkonkor),Ball python,Bat,Bates' pygmy antelope,Bay duiker,Beef (cow),Black guineafowl,Black-bellied pangolin,Blue duiker (frutambo),Bushfowl,Calabar angwantibo,Cameroon red-eared monkey,Carp,Catfish,Central African rock python,Chameleon,Chicken,Chicken egg,Chimpanzee,Cobra,Common periwinkle,Cricket,Cross River gorilla,Crowned monkey,Cusimanse,Dog,Dried anchovies,Drill,Duck,Eagle,Freshwater crab,Freshwater shrimp and prawn,Frog and toads,Gaboon viper,Galago (or bushbaby),Genet (crested and Cape),Giant ground pangolin,Giant land snail,Giant pouched rat,Goat,Grasshopper,Greater cane rat (cutting grass),Guinea-pig,Harnessed bushbuck,Hawk and Kite,Helmeted guineafowl,Hornbill,Hyrax,Leopard,Lobster,Mamba,Mona monkey,Mongoose,Nile crocodile,Nile Monitor,Ogilby's duiker,Owl,Parrot,Patas monkey,Pigeon,Pork,Potto,Preuss's monkey,Preuss's red colobus (Colobus monkey),Putty-nosed monkey,Rabbit,Ratel (honey badger),Red river hog,Red-capped mangabey,Sardine and pilchard,Sclater's monkey,Sheep,Shrew (okornor),Sitatunga,Small bird,Spotted-necked otter,Squirrel,Stock fish,Termite,Tilapia,Tortoise,Turaco,Turkey,Turtle,Vulture,Water chevrotain,West African mackerel (ice fish),White-bellied pangolin,Yellow-backed duiker,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Ben,Butatong,Hunter,Yes,Male,Boki,1960,7,9,8,10,9,7,8,8,7,9,8,10,8,8,8,2,8,8,8,8,8,10,6,6,10,999,6,6,10,7,6,999,10,10,9,10,999,10,2,6,6,8,999,9,8,8,999,8,7,2,999,8,999,7,9,9,4,8,8,8,7,10,5,999,8,7,999,999,999,8,8,8,999,10,10,8,999,9,10,6,999,999,999,999,4,9,8,2,1,8,7,8,6,9,999,9,8,10,999,187290117,3d9c9a9b-34a5-4838-9e21-c37e106dd59f,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,481
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1962,10,9,999,999,999,2,999,999,999,10,9,999,10,8,9,10,999,10,8,999,999,10,4,2,999,999,8,10,999,999,10,999,999,999,10,2,999,999,999,999,10,10,999,999,999,999,999,10,8,999,999,9,999,2,999,2,2,999,3,10,999,3,999,999,2,9,2,999,999,2,5,999,999,999,3,2,999,9,999,999,999,3,5,999,999,999,999,3,3,8,10,999,999,999,999,999,3,10,8,177721033,cb4d2750-6067-4ed5-96e4-26d8892f4d5a,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,79
Ebri,Bamba,Household,Yes,Female,Boki,1962,10,999,999,999,999,999,999,7,999,999,10,6,999,7,10,7,999,999,999,999,999,999,10,10,6,999,10,10,999,999,10,999,999,999,7,6,7,999,7,999,9,10,999,6,999,999,999,10,7,10,999,8,999,8,999,999,999,999,999,999,999,999,999,999,10,7,999,999,999,999,9,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,7,8,999,999,999,999,10,999,999,999,4,999,7,184791580,89408a76-0637-4a92-bfab-fd89521ada0a,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,280
Dominic,Okwa II,Market,Yes,Female,Boki,1962,7,999,999,999,999,999,999,999,999,3,999,9,999,999,999,5,999,999,999,999,999,999,7,2,999,999,4,4,999,999,999,999,999,999,999,999,2,999,999,999,5,999,999,6,999,999,999,8,3,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,999,9,999,999,999,999,10,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,7,999,999,187221866,605336b6-2338-4c54-b8e5-5cbc938454a3,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,382
Dominic,Okwa II,Market,Yes,Female,Boki,1962,8,999,999,999,999,9,999,999,3,999,999,999,1,999,999,10,999,9,999,999,999,999,7,8,999,999,10,10,999,999,999,999,999,999,999,999,3,999,999,5,5,6,999,999,999,999,9,1,5,9,999,4,999,999,999,999,999,999,999,6,2,999,999,999,3,999,999,999,999,999,2,999,999,999,999,999,999,4,999,999,999,999,999,999,999,999,999,2,999,4,7,999,999,999,999,999,7,9,999,187221901,e321270d-7e56-4b30-80f8-6fec65569489,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,387
Ben,Okwa I,Hunter,Yes,Male,Boki,1962,7,999,999,999,999,10,999,999,999,999,10,10,999,999,3,3,999,10,999,999,999,10,10,10,1,999,10,1,8,999,2,999,999,8,999,10,999,10,999,999,10,10,999,9,2,8,10,10,6,5,2,5,999,9,999,10,10,999,999,10,999,6,999,999,7,10,999,999,999,4,8,4,999,999,4,10,999,7,10,999,999,999,5,999,999,999,999,7,999,999,10,10,2,10,999,999,9,10,999,187290290,8ed3d367-f514-4eb6-9c53-6ae5b45297ea,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,511
Dominic,Okwa I,Market,Yes,Female,Boki,1963,10,999,999,999,999,999,999,999,999,999,3,999,999,999,8,10,999,999,8,6,999,999,6,5,999,999,10,10,999,999,1,999,999,999,2,999,10,999,999,999,8,10,999,999,999,999,999,3,999,7,999,6,999,999,999,8,999,999,999,10,999,999,999,999,999,5,999,999,999,999,7,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,10,999,999,4,999,999,999,999,999,10,999,999,187221614,238d1bbc-2398-4ef9-9f41-42afa6e5afb8,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,359
Dominic,Okwa II,Market,Yes,Female,Boki,1963,5,999,999,999,999,999,999,999,999,999,999,4,999,999,999,7,999,10,999,999,999,999,6,8,999,999,999,7,999,999,999,999,999,999,999,999,8,999,999,999,2,999,999,6,999,999,999,4,10,999,999,3,999,999,999,999,999,999,999,9,999,999,999,999,9,2,999,999,999,999,5,999,999,999,999,999,999,3,999,999,999,999,999,999,999,999,999,5,999,9,10,999,999,999,999,999,6,10,999,187221871,beaf451b-7903-4b46-afad-1edc291da8e7,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,383
Ebri,Okwangwo,Household,Yes,Female,Boki,1963,10,2,999,999,9,999,2,999,999,6,1,5,999,1,7,9,999,9,7,7,999,999,9,10,4,999,9,7,999,999,3,999,999,999,10,999,9,999,999,999,1,10,999,3,3,7,999,5,999,5,7,2,999,2,999,10,999,999,999,999,5,1,999,999,4,5,999,999,999,6,7,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,3,9,999,999,6,999,999,9,999,2,8,999,999,187241058,b460c7da-b4b7-47d4-8378-a2ab2dc1442f,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,418
Ben,Ifumkpa,Hunter,Yes,Male,Ejagham,1964,10,999,999,999,999,999,4,10,8,10,4,999,999,8,8,6,999,10,7,10,999,2,10,10,999,999,10,10,999,999,3,999,999,2,10,4,999,999,999,999,3,10,999,999,999,4,999,9,2,6,999,10,999,10,999,10,10,4,999,10,999,9,999,999,1,7,999,999,999,999,8,999,999,999,999,5,999,9,999,2,999,999,999,999,999,999,3,4,999,9,1,10,999,999,999,9,5,10,10,182829999,45bd5a8f-4fe5-4e67-8efc-fc7bce9841db,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,131
Ebri,Butatong,Household,Yes,Female,Boki,1964,10,999,999,999,7,9,5,9,999,10,9,10,6,7,9,9,999,8,6,999,999,10,10,10,10,999,10,10,999,10,8,3,999,10,7,10,10,10,9,999,8,10,999,10,9,10,999,10,9,8,999,10,999,9,999,10,1,999,999,6,10,7,999,999,10,9,999,999,999,999,1,10,999,999,999,3,999,10,999,999,999,999,999,999,999,999,9,10,2,999,10,999,9,10,999,7,10,8,999,187240696,b0bf298f-f01d-4127-8358-115c4db26259,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,403
Ben,Butatong,Hunter,Yes,Male,Boki,1964,8,9,7,7,9,8,8,8,8,9,3,7,4,9,9,6,8,8,9,8,7,10,8,8,7,999,8,9,10,999,6,999,10,10,9,999,999,10,3,999,6,9,999,3,6,8,999,3,7,7,1,7,999,8,999,9,8,7,9,8,7,10,7,999,7,10,999,999,999,999,7,6,999,10,10,8,999,9,10,7,999,999,999,999,7,9,7,6,6,8,6,8,8,9,999,9,7,10,999,187290102,bfac5f4b-e150-45cf-890c-57858fad2f36,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,479
Ben,Okwa I,Hunter,Yes,Male,Boki,1964,10,999,6,999,999,999,999,999,999,999,7,10,2,6,9,5,4,1,999,10,999,999,9,9,10,999,999,9,1,999,5,999,999,8,9,999,999,999,999,999,999,9,999,10,999,2,999,7,6,10,999,9,999,2,3,9,4,999,999,8,10,999,999,999,8,8,999,999,999,999,999,1,999,999,999,1,999,10,9,1,999,999,2,999,3,1,3,5,999,2,2,8,4,6,999,999,8,1,999,187290316,59923763-b0ac-46ea-bf9c-4b64324da48d,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,515
Ben,Bamba,Hunter,Yes,Male,Boki,1965,9,999,999,999,5,1,999,999,999,999,4,9,1,999,10,1,1,8,999,999,999,10,1,1,5,999,1,6,999,999,3,999,9,8,1,999,6,10,999,999,1,1,999,5,10,999,5,1,4,1,999,9,999,999,999,1,1,999,999,6,999,999,999,999,5,999,999,999,999,999,4,10,999,999,999,999,999,8,9,1,999,999,999,999,999,999,1,1,1,999,4,1,1,10,999,4,5,8,999,184801166,2d4d17f7-ee36-44f0-93d2-6d30a0135520,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,310
Dominic,Butatong,Market,Yes,Male,Boki,1965,10,999,8,9,9,9,999,10,999,999,8,10,10,10,8,10,999,10,10,999,999,8,10,10,10,999,10,10,9,999,9,999,999,999,10,10,999,999,999,999,10,10,999,10,999,8,999,8,10,10,999,10,999,8,999,10,10,999,999,9,8,9,999,999,10,8,999,999,999,999,9,999,6,999,999,999,999,10,7,999,999,999,999,999,999,999,10,10,999,999,10,10,10,999,999,10,8,10,999,185099354,faf3d67f-9b8f-4a21-aa88-09effdaacc55,16/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,323
Dominic,Butatong,Market,Yes,Female,Boki,1965,10,999,9,999,10,1,999,999,999,10,10,10,1,7,7,6,999,10,7,999,999,10,8,8,10,999,1,8,10,10,10,999,10,999,9,999,1,999,999,999,5,10,999,1,6,8,999,10,999,6,999,5,999,3,999,10,1,999,999,10,10,10,999,999,1,1,999,999,999,999,999,1,10,999,10,2,999,10,10,999,999,999,2,999,999,5,9,1,999,999,1,10,999,1,999,9,1,10,999,185099390,4d0b6cc8-0e0b-4d33-81f8-71d1497ef4f2,16/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,326
Ebri,Okwa II,Household,Yes,Female,Boki,1965,10,9,3,6,999,7,1,8,3,10,4,4,7,3,4,5,6,10,9,2,2,10,10,10,4,999,10,8,9,999,4,3,5,999,9,999,1,9,2,999,1,2,999,8,8,7,6,1,1,3,999,9,999,7,1,7,7,6,999,2,4,5,2,5,1,6,999,999,999,999,10,6,999,999,999,5,2,9,999,4,999,999,6,999,2,999,1,2,1,6,2,2,8,2,999,7,4,7,1,187241882,a0d22ea9-639e-4be2-97ab-da77ff352c90,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,453
Ben,Okarara,Hunter,Yes,Male,Ejagham,1966,10,999,5,999,999,999,2,4,999,999,999,999,1,999,999,999,7,10,3,999,5,8,6,10,999,999,5,10,2,999,10,999,999,3,999,10,999,9,999,999,999,9,999,999,999,8,999,10,6,2,999,3,999,7,999,2,3,999,999,999,999,8,999,999,999,8,999,999,999,999,5,999,999,999,999,999,999,10,7,999,999,999,999,999,999,999,999,9,999,999,6,999,1,999,999,3,999,10,999,176888224,ec9a4859-08c2-4b45-9694-50deac8a8b60,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,24
Ebri,Okwangwo,Household,Yes,Female,Boki,1966,10,999,999,6,9,10,8,5,999,10,4,1,1,9,9,10,999,10,9,6,1,6,10,10,1,999,10,5,999,1,8,999,9,10,8,999,5,9,5,999,9,9,999,1,7,6,999,10,7,5,999,9,999,9,1,999,5,999,8,10,1,9,999,999,7,5,999,999,999,6,2,9,999,999,10,999,999,5,999,999,999,999,999,999,8,999,5,7,999,999,9,999,5,9,999,8,3,10,999,187241633,165050ab-a944-4829-bf28-9e0820780b54,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,431
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1967,8,999,999,999,8,7,5,5,999,7,8,5,8,4,3,5,4,999,8,5,3,5,6,5,7,2,8,9,999,999,5,3,999,999,6,5,8,6,3,999,7,9,5,999,999,999,999,9,8,10,2,10,6,7,999,999,3,999,999,1,999,5,999,6,9,8,999,999,5,999,5,4,5,999,999,1,999,8,8,999,999,999,5,6,1,999,999,8,1,6,8,999,999,999,999,999,5,8,8,177720989,76969079-2842-46f0-b1dc-0cc1fe7cb7ea,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,71
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1967,10,999,999,999,9,10,9,999,999,10,7,6,10,9,7,10,999,10,999,10,5,6,10,10,5,999,10,8,999,999,8,999,999,999,10,1,10,10,999,999,8,10,999,6,999,999,999,9,5,10,999,10,999,7,999,10,10,999,999,10,999,4,999,5,6,10,999,999,999,999,5,999,999,999,1,5,999,10,999,999,999,9,999,999,999,999,999,5,1,8,8,999,8,999,999,999,999,10,999,177720995,9badbcf7-c60e-4165-8150-b08095bbb70c,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,72
Ebri,Aningeje,Household,Yes,Female,Ejagham,1967,3,4,999,999,999,8,999,999,999,999,7,999,999,999,6,8,999,9,999,6,999,9,2,999,999,999,10,999,999,999,7,999,999,6,9,10,2,999,999,999,10,2,999,999,999,999,999,999,999,6,999,9,3,5,10,999,999,999,999,2,999,9,999,999,3,4,999,999,999,10,999,999,999,999,999,999,999,6,999,999,999,999,999,999,10,999,999,9,999,999,5,999,999,5,999,999,9,9,999,181086002,656e7e2b-29e9-4036-a5d7-ea0cad981870,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,100
Dominic,Aningeje,Market,Yes,Female,Ejagham,1967,10,3,3,2,3,2,7,3,1,3,9,3,999,5,6,5,6,10,6,4,3,4,6,6,5,1,10,7,4,5,9,2,4,4,7,10,1,4,4,999,9,10,4,5,6,4,10,9,9,9,1,8,999,8,3,6,999,999,3,10,6,4,5,7,8,5,3,999,4,999,8,7,4,4,4,10,999,6,4,999,4,4,4,5,999,4,3,5,1,7,2,999,7,3,999,5,6,10,4,181086814,f4fa9f2f-d479-4094-900f-00a00665b11f,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,108
Ebri,Agoi Ibami,Household,Yes,Female,Yakurr,1967,8,1,4,999,4,999,999,3,999,999,999,8,999,999,999,7,999,10,2,5,999,8,7,9,4,999,3,9,999,999,8,999,999,999,8,999,5,999,1,999,3,8,999,10,999,4,999,8,1,7,999,7,999,999,999,3,5,2,999,7,1,6,999,999,6,2,999,999,999,5,5,999,999,999,999,2,999,10,999,999,999,5,8,999,999,6,999,6,4,999,8,999,6,999,999,4,6,8,999,183360198,5ee4be4b-7c21-4337-b5ad-990a4489c686,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,172
Ben,Agoi Ibami,Hunter,Yes,Male,Yakurr,1967,10,999,4,3,3,5,2,4,999,3,6,10,999,8,8,4,7,10,8,6,4,2,10,10,10,999,7,5,2,6,6,999,2,2,9,8,5,1,5,999,5,5,999,10,2,4,10,6,3,9,999,9,999,6,999,7,1,2,4,5,999,2,999,999,10,8,999,999,999,999,8,2,999,999,2,9,999,10,2,2,999,999,10,1,999,4,3,5,999,999,10,999,4,5,999,5,999,10,999,183501810,a16d3407-8675-4cba-87a4-3e2a2d92c715,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,230
Dominic,Abo Ogbagante,Market,Yes,Female,Other,1967,10,5,999,999,999,10,2,10,999,999,10,999,999,2,2,10,2,10,10,5,999,10,10,10,999,999,10,10,10,999,10,999,999,10,10,8,10,10,2,999,10,10,999,999,999,2,999,10,2,10,999,10,999,999,2,5,2,999,10,10,999,5,999,999,10,10,999,999,999,5,2,999,5,5,5,999,999,10,10,999,999,999,2,999,999,999,5,10,999,999,10,2,6,2,999,10,8,10,999,184270067,a2c7b96c-3b88-419f-afc7-c1aaabc4782a,14/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,265
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1968,10,999,999,999,999,3,999,8,999,999,999,999,999,4,3,4,999,999,3,6,999,5,5,9,999,999,999,6,999,999,999,999,999,999,999,999,999,5,999,999,999,9,999,999,999,6,7,6,999,5,999,3,999,999,999,6,999,999,999,999,999,5,999,4,7,3,999,999,999,999,999,6,999,999,999,999,999,9,999,5,999,999,999,999,999,999,5,6,999,5,4,999,999,999,999,5,8,7,5,177721004,a91cf3bb-944e-4cc7-a1e8-3c0f7897187a,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,74
Ebri,Ifumkpa,Household,Yes,Female,Efut,1968,9,999,999,4,9,999,999,9,999,999,999,999,999,999,9,9,999,9,3,5,5,9,5,9,999,999,999,999,999,999,10,999,999,10,999,999,999,2,999,999,999,9,999,999,999,999,999,9,999,9,999,9,999,999,999,9,999,999,999,999,999,2,999,9,999,999,999,999,999,999,999,9,999,999,9,999,999,4,999,999,999,999,999,999,999,999,10,2,5,999,9,999,999,999,999,9,5,9,1,182837336,c9217d11-af2f-43a8-a226-06cb3f1eedd8,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,157
Ebri,Iko Esai,Household,Yes,Female,Ejagham,1968,10,999,999,999,999,999,999,10,999,999,999,999,999,999,4,7,999,10,5,999,999,999,10,999,6,999,9,10,999,999,9,999,999,999,999,6,999,999,9,999,9,7,999,999,999,999,999,999,999,8,999,5,999,999,999,999,999,999,999,6,999,999,999,999,6,4,999,999,999,999,3,999,999,999,999,5,999,10,999,999,999,999,10,999,999,999,999,8,999,999,999,999,999,999,999,999,999,10,999,183360171,543847dc-8ce6-4cca-aa86-d800d875ce12,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,160
Dominic,Okwangwo,Market,Yes,Male,Boki,1968,10,6,999,999,9,1,6,7,999,3,9,1,999,3,2,7,1,3,9,1,3,6,5,5,8,999,10,1,7,9,9,999,10,6,9,5,9,4,6,999,10,7,999,10,999,10,999,7,3,10,999,5,999,10,999,8,2,9,6,8,10,10,999,999,4,9,999,999,999,1,4,5,10,10,10,999,999,4,3,999,999,999,999,999,999,9,2,999,999,999,4,10,999,10,999,8,6,10,10,187221262,98d3b0eb-c18f-46c0-b690-55192c3bd725,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,334
Dominic,Okwangwo,Market,Yes,Male,Other,1968,3,5,999,999,999,9,999,999,999,999,999,4,999,999,999,9,999,999,999,999,999,999,7,8,999,999,999,999,999,999,7,999,999,999,999,9,8,999,999,999,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,9,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,9,999,999,187221272,61542ae4-ac3b-4cb1-99e8-559bab96db43,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,335
Ebri,Okwangwo,Household,Yes,Female,Boki,1968,10,4,999,999,5,9,999,8,999,5,7,1,5,999,6,9,999,10,5,999,1,8,8,10,1,999,9,8,999,2,8,999,999,9,6,999,2,999,999,999,3,9,999,4,999,999,999,6,999,5,8,8,999,8,999,9,7,999,999,7,2,7,999,999,9,7,999,999,999,999,10,4,999,999,999,999,999,10,999,999,999,999,4,999,999,999,6,9,999,999,999,999,999,7,999,999,999,10,999,187241161,8f04a007-2256-4ca9-8e25-2b104a49c198,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,423
Ebri,Okwa I,Household,Yes,Female,Boki,1968,2,999,999,999,999,7,999,999,999,999,999,10,999,999,5,10,8,4,8,9,1,6,9,10,999,999,5,10,999,999,5,999,999,999,999,9,999,999,9,999,5,10,999,9,999,999,999,1,2,2,999,5,999,1,999,999,999,999,999,9,999,999,999,5,5,6,999,999,999,999,10,999,999,999,7,5,999,3,999,999,999,999,999,999,5,999,5,6,999,999,7,999,999,999,999,9,7,6,999,187241717,eb1eb9ae-5f2e-4ac1-b1e7-0f82ba58c71b,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,442
Ben,Okarara,Hunter,Yes,Male,Efik,1969,10,10,10,999,999,999,999,999,999,999,999,999,4,10,10,1,999,10,10,999,1,8,5,5,999,999,10,1,8,999,3,999,999,8,1,10,5,8,9,999,999,10,999,999,999,9,10,999,8,10,10,8,999,999,999,999,999,1,999,10,999,8,999,999,8,1,999,999,999,999,7,1,8,8,8,999,999,10,8,999,999,999,8,999,999,9,999,9,999,999,1,999,999,999,999,999,4,10,999,176888177,a5da3e75-0b6e-4106-bc9b-ffeb01946545,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,20
Ben,Okarara,Hunter,Yes,Male,Ejagham,1969,999,999,999,999,8,9,999,999,999,8,999,999,999,999,6,999,999,5,999,999,999,999,5,999,999,999,2,2,999,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,5,999,999,999,999,999,999,1,999,999,999,1,999,999,999,1,999,999,3,999,999,5,999,999,999,999,999,6,999,999,999,999,999,5,999,999,999,999,999,999,4,999,999,999,999,999,5,999,999,999,999,999,999,5,999,176888241,12070343-e896-4e35-b2c1-82a60dacf1a7,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,26
Ben,Aningeje,Hunter,Yes,Male,Efik,1969,10,999,999,999,9,4,999,10,999,9,7,999,999,2,2,3,999,10,2,6,1,5,8,8,999,999,6,6,5,999,7,999,999,5,4,10,7,5,1,999,8,8,999,999,999,999,999,7,10,3,999,10,999,999,999,6,999,999,999,8,999,5,999,999,9,2,999,999,999,999,999,999,5,5,5,10,999,999,5,999,999,999,999,999,999,999,1,4,999,999,9,999,6,9,999,999,8,10,999,181086785,b8e83879-0411-41f9-90ec-fc08f58c71e1,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,104
Dominic,Aningeje,Market,Yes,Female,Ibibio,1969,10,5,5,5,5,5,3,3,1,3,5,4,999,7,9,8,6,10,3,3,3,7,8,5,4,1,9,8,5,4,5,2,7,7,5,10,1,7,3,999,9,10,999,4,7,5,999,9,8,5,1,9,8,5,999,7,999,3,3,9,3,7,5,3,4,5,999,999,7,999,5,6,7,7,7,7,6,5,5,7,6,5,6,5,1,3,2,5,1,3,4,4,8,3,999,6,999,10,999,181086822,a4448ff8-2601-43bb-abe3-7e73f7094400,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,109
Ben,Obung,Hunter,Yes,Male,Ejagham,1969,8,999,9,999,8,1,999,10,999,5,6,10,7,10,5,1,6,10,8,7,5,9,6,9,8,999,2,7,1,1,1,2,999,9,9,5,1,1,1,999,1,10,999,10,999,2,999,7,2,3,7,8,999,2,4,8,2,2,1,10,999,9,8,999,10,3,999,999,999,3,2,5,999,10,9,999,999,8,8,5,999,999,5,999,4,9,999,6,7,5,4,6,999,1,999,10,5,10,999,182829851,c1082f81-e04e-4b24-90ce-bfbf195f6033,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,120
Ebri,Obung,Household,Yes,Female,Ibibio,1969,10,7,999,999,7,9,999,8,999,999,10,999,999,8,2,4,999,10,1,999,999,999,10,10,999,999,10,10,999,999,10,9,999,999,999,10,10,999,10,999,10,10,999,999,7,999,999,10,999,9,999,10,4,2,9,999,4,7,999,10,999,5,999,2,7,1,999,999,999,1,999,999,999,999,999,999,999,2,999,999,999,4,7,7,1,999,8,1,5,999,9,999,4,9,999,9,5,8,9,182834623,3b1f5fe6-7104-4d05-81d8-dc4c921518bb,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,140
Ebri,Okwa I,Household,Yes,Female,Boki,1969,4,999,6,999,999,5,999,1,999,999,9,9,8,1,2,9,999,1,999,5,6,1,10,7,5,999,10,9,999,2,999,999,5,1,2,5,999,7,999,999,1,9,999,10,4,4,999,8,4,4,999,2,999,1,3,999,8,999,999,6,8,10,999,999,2,999,999,999,999,999,9,2,999,999,5,9,999,1,999,999,999,4,999,999,999,2,4,1,999,9,6,999,1,9,999,5,6,8,999,187241724,7651c6b2-a30d-44c3-bef6-279a4a4c354e,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,443
Ebri,Okwa I,Household,Yes,Female,Boki,1969,9,999,999,999,6,5,999,5,999,6,8,8,6,5,6,10,4,8,6,5,999,999,10,2,6,7,8,10,999,999,10,999,5,999,9,8,8,6,2,999,8,10,999,6,999,999,999,1,10,2,6,3,999,7,999,4,4,999,999,10,999,999,999,999,999,9,999,999,999,999,10,999,999,999,9,10,9,10,999,5,999,6,999,999,7,999,7,7,999,999,8,999,5,999,999,999,10,8,999,187241752,c0eee723-fb98-4167-b33d-3aeffa382d27,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,445
Ben,Okwangwo,Hunter,Yes,Male,Boki,1969,10,999,8,999,8,6,999,7,7,999,7,10,10,9,8,10,8,7,9,999,9,9,10,10,10,999,10,5,8,999,10,10,999,10,6,10,7,999,8,999,7,5,10,10,7,7,999,10,10,7,999,10,999,999,1,7,7,10,999,10,7,7,3,999,5,7,10,999,999,999,8,999,999,6,6,999,999,10,999,8,999,999,8,999,999,999,8,2,1,9,10,7,7,7,999,5,9,7,999,187290230,256537ab-8cfb-4fe9-bd55-df2557f8391a,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,502
Ben,Aningeje,Hunter,Yes,Male,Ibibio,1970,10,999,999,999,6,999,999,999,999,7,6,999,999,8,8,8,999,10,7,4,6,999,8,8,999,999,10,10,999,999,3,999,999,999,5,10,2,7,999,999,10,10,999,999,999,999,999,10,9,8,999,8,999,999,999,999,999,999,999,8,999,6,6,999,8,8,999,999,999,999,999,999,7,7,999,999,999,6,999,999,999,999,999,999,999,999,999,5,1,5,3,999,8,3,999,999,5,10,999,181086792,c612bdb2-3f4d-4a43-b212-f87c3e11e0ca,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,105
